species,decimalLatitude,decimalLongitude,year,basisOfRecord,habitat,samplingProtocol,locality,occurrenceStatus,iucnRedListCategory,presencia
,4.512495026193428,-72.76084978995056,,1,1,1,111,1,2,0
,4.229682374924883,-72.31301936488094,,1,1,1,111,1,2,0
,3.872768606893487,-73.83149489967721,,1,1,1,111,1,2,0
,4.320606609946329,-72.4520373722025,,1,1,1,111,1,2,0
,4.350633182258507,-73.04966429239887,,1,1,1,111,1,2,0
,4.064237228984543,-72.58939876397557,,1,1,1,111,1,2,0
,3.5659510372464975,-72.11662772398262,,1,1,1,111,1,2,0
,3.2955217401413224,-73.78513446555425,,1,1,1,111,1,2,0
,4.50330627418494,-73.82066395783042,,1,1,1,111,1,2,0
,4.502204405109568,-72.13792243141287,,1,1,1,111,1,2,0
,4.323337660883093,-72.82081568183102,,1,1,1,111,1,2,0
,3.3204542580393737,-72.01154804716339,,1,1,1,111,1,2,0
,4.4976349632528025,-73.35915018290937,,1,1,1,111,1,2,0
,4.365140483953984,-73.58185653657861,,1,1,1,111,1,2,0
,4.201773637748481,-71.82575664563583,,1,1,1,111,1,2,0
,4.0709470919775255,-71.50781735523024,,1,1,1,111,1,2,0
,4.165405570002028,-73.38595250352834,,1,1,1,111,1,2,0
,4.406056661421333,-72.64431537608976,,1,1,1,111,1,2,0
,3.353011345826254,-73.10354954215042,,1,1,1,111,1,2,0
,3.5154962087297528,-71.9859352566256,,1,1,1,111,1,2,0
,4.241603024796577,-71.685824961431,,1,1,1,111,1,2,0
,3.961867829815534,-72.19260600241213,,1,1,1,111,1,2,0
,4.158426833954003,-72.13483632945766,,1,1,1,111,1,2,0
,4.6623369224034,-71.4630242070595,,1,1,1,111,1,2,0
,3.429239694808833,-71.40024336246614,,1,1,1,111,1,2,0
,3.8465970827295237,-73.22957254798789,,1,1,1,111,1,2,0
,4.215599116715726,-73.8317235827534,,1,1,1,111,1,2,0
,3.435122607972553,-72.86829123671691,,1,1,1,111,1,2,0
,3.2770446707241763,-73.37363773070165,,1,1,1,111,1,2,0
,3.6230786692249772,-73.86944468958909,,1,1,1,111,1,2,0
,4.018822720998564,-71.76254465284038,,1,1,1,111,1,2,0
,4.648336521502307,-72.207034972685,,1,1,1,111,1,2,0
,3.851203076986133,-72.41545747395845,,1,1,1,111,1,2,0
,3.736622178160165,-71.72629515198027,,1,1,1,111,1,2,0
,3.5940898927450387,-71.92983608981918,,1,1,1,111,1,2,0
,4.53270507382853,-71.4528476384677,,1,1,1,111,1,2,0
,3.54791064702306,-72.77232619605952,,1,1,1,111,1,2,0
,4.055912322242746,-73.15936053050665,,1,1,1,111,1,2,0
,3.6531579885320475,-72.58062987674455,,1,1,1,111,1,2,0
,3.5835973731803596,-71.79018468537805,,1,1,1,111,1,2,0
,3.5375511125438783,-72.22007800108972,,1,1,1,111,1,2,0
,4.483254184307816,-72.85928977780206,,1,1,1,111,1,2,0
,4.6722597626192215,-71.42247807083263,,1,1,1,111,1,2,0
,3.91282814214912,-71.87541917027221,,1,1,1,111,1,2,0
,3.3330052021377563,-72.80867136144683,,1,1,1,111,1,2,0
,4.333757424756289,-72.87105363111722,,1,1,1,111,1,2,0
,3.4483553184292477,-73.32985640781176,,1,1,1,111,1,2,0
,4.500622337748758,-72.74046054592742,,1,1,1,111,1,2,0
,3.445592587680583,-73.05938940264589,,1,1,1,111,1,2,0
,4.620392120419273,-73.65255502082675,,1,1,1,111,1,2,0
,3.7747408268465428,-71.84183847894602,,1,1,1,111,1,2,0
,3.832129626363406,-71.3871513826743,,1,1,1,111,1,2,0
,4.375994145089101,-73.04550755035658,,1,1,1,111,1,2,0
,3.4189326147052865,-73.19111079666261,,1,1,1,111,1,2,0
,4.13668299332311,-72.3181544432152,,1,1,1,111,1,2,0
,3.931741662949945,-73.48963297502179,,1,1,1,111,1,2,0
,3.788510736683496,-73.65817626350179,,1,1,1,111,1,2,0
,4.09695170990485,-72.30668691601852,,1,1,1,111,1,2,0
,3.41882806876247,-73.44171921338476,,1,1,1,111,1,2,0
,4.322685956832617,-73.1233272531648,,1,1,1,111,1,2,0
,3.4923979980439634,-72.09811042737996,,1,1,1,111,1,2,0
,3.923051020838017,-73.62853646152818,,1,1,1,111,1,2,0
,3.487077956857696,-72.47421106301049,,1,1,1,111,1,2,0
,4.271331939491116,-71.91395940058077,,1,1,1,111,1,2,0
,4.241076038411713,-72.82543068692466,,1,1,1,111,1,2,0
,3.4800222446720146,-73.57297420815094,,1,1,1,111,1,2,0
,3.6188360050273065,-73.73588316418022,,1,1,1,111,1,2,0
,4.492848060461886,-72.6271851648534,,1,1,1,111,1,2,0
,3.718664944930443,-72.82322707713693,,1,1,1,111,1,2,0
,3.8644634548415038,-72.89466742807089,,1,1,1,111,1,2,0
,4.45434424881139,-73.3183026124613,,1,1,1,111,1,2,0
,3.4019362206457386,-73.60003875717548,,1,1,1,111,1,2,0
,4.173819996917884,-72.27506537160534,,1,1,1,111,1,2,0
,3.5301665395583988,-73.89986917947701,,1,1,1,111,1,2,0
,4.157284907591897,-71.76012322258674,,1,1,1,111,1,2,0
,4.390131404182605,-72.02801621923896,,1,1,1,111,1,2,0
,3.682168655567084,-72.07383049767702,,1,1,1,111,1,2,0
,4.663668813519789,-73.37064783450704,,1,1,1,111,1,2,0
,3.9880151481065997,-72.72269173774288,,1,1,1,111,1,2,0
,3.8323707583152586,-73.89777342968387,,1,1,1,111,1,2,0
,4.367829294060236,-72.98372859219677,,1,1,1,111,1,2,0
,4.484520060538042,-72.7769202234946,,1,1,1,111,1,2,0
,3.67221017583627,-72.02649608935903,,1,1,1,111,1,2,0
,4.550632525287016,-73.01736693930424,,1,1,1,111,1,2,0
,4.628822552005342,-73.40615568530086,,1,1,1,111,1,2,0
,4.273467341257596,-73.61696273750508,,1,1,1,111,1,2,0
,3.4456876904747746,-71.54315941988001,,1,1,1,111,1,2,0
,3.5580767438580576,-72.9316784494559,,1,1,1,111,1,2,0
,4.107818397401393,-71.68292755863544,,1,1,1,111,1,2,0
,4.693137358031067,-71.84897526942875,,1,1,1,111,1,2,0
,3.3825327910482823,-72.71787458236024,,1,1,1,111,1,2,0
,3.372221402880125,-72.13174680369143,,1,1,1,111,1,2,0
,3.629824168301508,-73.1183998868922,,1,1,1,111,1,2,0
,3.5445799626251846,-73.71129152901607,,1,1,1,111,1,2,0
,3.906315706708949,-73.85615273091572,,1,1,1,111,1,2,0
,3.7246616112400033,-72.7825407906578,,1,1,1,111,1,2,0
,3.821342391881184,-71.99994501077941,,1,1,1,111,1,2,0
,4.409779988174907,-73.83359594134197,,1,1,1,111,1,2,0
,4.222795818590386,-72.4758358169822,,1,1,1,111,1,2,0
,3.7976009543920597,-71.52182625334379,,1,1,1,111,1,2,0
,3.5543989291911533,-72.02627280299075,,1,1,1,111,1,2,0
,4.39596741096413,-73.65866765701503,,1,1,1,111,1,2,0
,3.6280419458571123,-73.79985999866547,,1,1,1,111,1,2,0
,4.387912963993882,-72.21539815068813,,1,1,1,111,1,2,0
,4.403192711861973,-71.8745444788359,,1,1,1,111,1,2,0
,3.496313016554906,-72.7024382166627,,1,1,1,111,1,2,0
,4.6217513219614155,-71.55413566531927,,1,1,1,111,1,2,0
,4.329358107024639,-73.74163380487703,,1,1,1,111,1,2,0
,3.460524036733912,-71.89376683102577,,1,1,1,111,1,2,0
,4.320244654611718,-71.64940455729528,,1,1,1,111,1,2,0
,4.468922148339723,-72.50384154020219,,1,1,1,111,1,2,0
,4.148753098111415,-72.16883141511866,,1,1,1,111,1,2,0
,4.064822370148087,-73.65084487245394,,1,1,1,111,1,2,0
,4.18860217303216,-73.81079126965334,,1,1,1,111,1,2,0
,3.9530947605520184,-71.81033849197385,,1,1,1,111,1,2,0
,4.331943813388321,-73.57897980076694,,1,1,1,111,1,2,0
,3.8049074014436526,-73.0194113077935,,1,1,1,111,1,2,0
,3.488186445059209,-72.22805327207726,,1,1,1,111,1,2,0
,4.182511135290695,-72.9818085973895,,1,1,1,111,1,2,0
,4.686037143897154,-72.7340978741781,,1,1,1,111,1,2,0
,3.4745166264689846,-71.89776187962961,,1,1,1,111,1,2,0
,4.62082581466691,-72.1645652079212,,1,1,1,111,1,2,0
,4.328383358412792,-73.44528109518228,,1,1,1,111,1,2,0
,3.806389849642666,-72.8108652517256,,1,1,1,111,1,2,0
,4.642601351555736,-73.50998107573832,,1,1,1,111,1,2,0
,4.292247564908129,-72.70567103948034,,1,1,1,111,1,2,0
,4.252891663538564,-73.21153939985274,,1,1,1,111,1,2,0
,3.369447211322445,-72.95210833331534,,1,1,1,111,1,2,0
,4.060337538481241,-71.65298015381049,,1,1,1,111,1,2,0
,3.2896820745509427,-71.54174005350391,,1,1,1,111,1,2,0
,3.2863964960644583,-71.6821240097922,,1,1,1,111,1,2,0
,4.658162839653681,-73.15999259859284,,1,1,1,111,1,2,0
,3.678571236889936,-71.88805812796994,,1,1,1,111,1,2,0
,3.920955157181672,-71.69667471557413,,1,1,1,111,1,2,0
,4.626334188041013,-72.36814813443473,,1,1,1,111,1,2,0
,3.7667106244512265,-72.94741570536564,,1,1,1,111,1,2,0
,3.9225135145947005,-71.37507630486759,,1,1,1,111,1,2,0
,3.4143163826546075,-71.65081735231526,,1,1,1,111,1,2,0
,3.566674069833644,-71.8959393405303,,1,1,1,111,1,2,0
,3.517052832975862,-73.49118907302352,,1,1,1,111,1,2,0
,3.976389192507207,-71.69315998450372,,1,1,1,111,1,2,0
,4.323011698547521,-72.56746356956042,,1,1,1,111,1,2,0
,3.629534022387333,-73.31272058813884,,1,1,1,111,1,2,0
,4.202389617222079,-72.00597937251798,,1,1,1,111,1,2,0
,4.065639371457405,-72.10263908109998,,1,1,1,111,1,2,0
,4.164441751484588,-72.48344881660267,,1,1,1,111,1,2,0
,4.320672516675868,-73.12301147100727,,1,1,1,111,1,2,0
,4.721458612881846,-71.72839686575412,,1,1,1,111,1,2,0
,3.659026751444484,-73.23026414972497,,1,1,1,111,1,2,0
,4.660806734831894,-73.46346256227109,,1,1,1,111,1,2,0
,3.957131228930784,-71.90063483375826,,1,1,1,111,1,2,0
,3.912684898689732,-73.74217880583569,,1,1,1,111,1,2,0
,4.172664317592616,-71.78433394246755,,1,1,1,111,1,2,0
,3.862550703160969,-73.52512807115356,,1,1,1,111,1,2,0
,4.353858276882187,-72.64358966817213,,1,1,1,111,1,2,0
,4.6112120296565156,-73.3004883692834,,1,1,1,111,1,2,0
,4.008998210172438,-71.54278900168038,,1,1,1,111,1,2,0
,3.855360872472339,-72.11418446581347,,1,1,1,111,1,2,0
,4.411018035851326,-73.50017875608981,,1,1,1,111,1,2,0
,3.91033218416085,-73.85246558229923,,1,1,1,111,1,2,0
,3.2773380289816467,-72.99412147149393,,1,1,1,111,1,2,0
,4.353315413161178,-72.48045630822654,,1,1,1,111,1,2,0
,4.077631321092393,-71.53599394591373,,1,1,1,111,1,2,0
,4.156954155096919,-72.632127989164,,1,1,1,111,1,2,0
,3.470152829828704,-73.58255948356687,,1,1,1,111,1,2,0
,3.9274145999413466,-72.29852839416132,,1,1,1,111,1,2,0
,3.6577232223363443,-73.09697777769081,,1,1,1,111,1,2,0
,3.4758480386532806,-73.15724722214787,,1,1,1,111,1,2,0
,3.5997077309913053,-72.5732767503037,,1,1,1,111,1,2,0
,4.108521154984032,-72.39214394891901,,1,1,1,111,1,2,0
,4.2979666975459025,-73.4148945478343,,1,1,1,111,1,2,0
,3.6366533567839787,-72.07428555086123,,1,1,1,111,1,2,0
,3.8526377051199954,-73.64533201972102,,1,1,1,111,1,2,0
,3.336545172436532,-72.62559532965307,,1,1,1,111,1,2,0
,3.5067019557910637,-73.67541511394941,,1,1,1,111,1,2,0
,3.6266545866155306,-71.91508959381028,,1,1,1,111,1,2,0
,3.5389492618342175,-73.05333840203359,,1,1,1,111,1,2,0
,4.712980539427548,-73.68342070128986,,1,1,1,111,1,2,0
,4.51366319244071,-71.66065300757742,,1,1,1,111,1,2,0
,4.303978715063751,-72.0506476432007,,1,1,1,111,1,2,0
,4.433496117229462,-71.76869799708675,,1,1,1,111,1,2,0
,4.465604520762431,-73.75600299165087,,1,1,1,111,1,2,0
,3.4114495640649793,-72.00952579996994,,1,1,1,111,1,2,0
,4.068325554765659,-73.04156984330129,,1,1,1,111,1,2,0
,4.711531669423344,-72.72595473234864,,1,1,1,111,1,2,0
,3.64284245817192,-71.87488175985456,,1,1,1,111,1,2,0
,3.9423362951321828,-72.85861197160567,,1,1,1,111,1,2,0
,3.788948520204839,-71.45294628257685,,1,1,1,111,1,2,0
,3.31518286432847,-73.4775104758283,,1,1,1,111,1,2,0
,4.1767353495745585,-71.8392401023189,,1,1,1,111,1,2,0
,3.9728663696269426,-71.65590594933782,,1,1,1,111,1,2,0
,3.5065355520088084,-72.82429995826206,,1,1,1,111,1,2,0
,3.7358569111588,-72.47357376587965,,1,1,1,111,1,2,0
,4.524382097708163,-73.13517768876021,,1,1,1,111,1,2,0
,4.534413793559595,-72.76375594637356,,1,1,1,111,1,2,0
,4.239891251876099,-72.92581692776633,,1,1,1,111,1,2,0
,3.4906858254170907,-73.6864524037886,,1,1,1,111,1,2,0
,3.4339299673770602,-73.33010875548754,,1,1,1,111,1,2,0
,3.3978553991084484,-73.73120536015216,,1,1,1,111,1,2,0
,3.52444159161431,-73.86249208198916,,1,1,1,111,1,2,0
,4.023384757200939,-72.23297366784355,,1,1,1,111,1,2,0
,4.0518924458168915,-71.76379799418095,,1,1,1,111,1,2,0
,4.133943226523492,-71.98133017950973,,1,1,1,111,1,2,0
,3.3712992021243195,-72.16835247966868,,1,1,1,111,1,2,0
,3.8150516707044844,-73.29892999650569,,1,1,1,111,1,2,0
,3.8710879171059975,-72.19729466844157,,1,1,1,111,1,2,0
,4.404703494145658,-73.73443678327331,,1,1,1,111,1,2,0
,4.082535565157874,-73.42739477662974,,1,1,1,111,1,2,0
,3.816101932022485,-72.45337184969843,,1,1,1,111,1,2,0
,4.075220745897736,-72.41404175516676,,1,1,1,111,1,2,0
,4.488305836850636,-71.60951358229664,,1,1,1,111,1,2,0
,3.7266649922650346,-72.27975570059617,,1,1,1,111,1,2,0
,4.458095462926144,-72.46040528455923,,1,1,1,111,1,2,0
,4.602995616887703,-72.09898575140048,,1,1,1,111,1,2,0
,4.294192699727892,-71.81122072201065,,1,1,1,111,1,2,0
,4.370042614133605,-71.54700356126362,,1,1,1,111,1,2,0
,3.61203067833872,-73.49598189016213,,1,1,1,111,1,2,0
,4.047243472262551,-71.58069642461803,,1,1,1,111,1,2,0
,3.80436839870337,-72.21133074421518,,1,1,1,111,1,2,0
,4.56436309692987,-73.48453393292584,,1,1,1,111,1,2,0
,3.323841067852806,-71.96948925182068,,1,1,1,111,1,2,0
,4.706001242763827,-72.89508267691075,,1,1,1,111,1,2,0
,3.8297377231445404,-71.9086008044496,,1,1,1,111,1,2,0
,3.7915975526210075,-72.28853784260198,,1,1,1,111,1,2,0
,3.471454549854252,-73.65435990057524,,1,1,1,111,1,2,0
,3.689303534409551,-73.13678561044439,,1,1,1,111,1,2,0
,3.771650113324437,-73.36042385742935,,1,1,1,111,1,2,0
,3.6474288074001966,-71.89704046481492,,1,1,1,111,1,2,0
,4.046783400599976,-72.87238259010755,,1,1,1,111,1,2,0
,4.226037087912886,-72.55894357914941,,1,1,1,111,1,2,0
,4.299466605667452,-73.44147422148363,,1,1,1,111,1,2,0
,4.668453079966389,-72.4838090932153,,1,1,1,111,1,2,0
,4.52327751767201,-72.24978201404032,,1,1,1,111,1,2,0
,4.728535474726411,-72.75084638792718,,1,1,1,111,1,2,0
,4.688126313135745,-73.48703446043983,,1,1,1,111,1,2,0
,4.444414663503839,-72.33363004658295,,1,1,1,111,1,2,0
,4.54541710829873,-71.88825771136041,,1,1,1,111,1,2,0
,4.375448973141768,-71.97221106476199,,1,1,1,111,1,2,0
,3.5404440698768798,-72.19227352184967,,1,1,1,111,1,2,0
,4.661009672694469,-72.62297348722322,,1,1,1,111,1,2,0
,3.9867047420585138,-73.3462703092876,,1,1,1,111,1,2,0
,4.514088222884297,-73.4284684337337,,1,1,1,111,1,2,0
,4.314054218624019,-71.79108816869805,,1,1,1,111,1,2,0
,3.3617338124851823,-73.40630440488364,,1,1,1,111,1,2,0
,3.5973665589033934,-73.27940444582947,,1,1,1,111,1,2,0
,4.220384764428362,-72.27487343223538,,1,1,1,111,1,2,0
,4.118255136436713,-72.57849430622652,,1,1,1,111,1,2,0
,3.536783863116965,-71.75808262272739,,1,1,1,111,1,2,0
,3.4762772774669637,-72.50845026729554,,1,1,1,111,1,2,0
,3.273793563350916,-73.5033461289833,,1,1,1,111,1,2,0
